gene	Badami_LB_400CH_Clone14	Badami_LB_400CH_Clone15	Badami_LB_400CH_Clone16	Badami_LB_800CH_Clone14	Badami_LB_800CH_Clone15	Badami_LB_800CH_Clone16	Bergeron_LB_400CH_Clone10	Bergeron_LB_400CH_Clone8	Bergeron_LB_400CH_Clone9	Bergeron_LB_800CH_Clone10	Bergeron_LB_800CH_Clone8	Bergeron_LB_800CH_Clone9
Prupe.5G238600.v2.1	130	225	220	233	322	369	134	218	190	84	196	191
Prupe.5G238700.v2.1	765	1355	1340	918	1045	1282	768	896	725	385	816	1103
Prupe.5G238800.v2.1	1516	1600	1846	3381	2848	2789	1911	1621	1763	2990	2626	2985
Prupe.5G238900.v2.1	4	24	19	33	37	27	9	18	29	17	90	51
Prupe.5G239000.v2.1	156	181	131	156	113	194	105	116	84	73	102	181
Prupe.5G239100.v2.1	108	109	76	165	151	151	84	84	59	183	187	198
Prupe.5G239200.v2.1	0	0	0	0	1	0	0	0	0	0	0	0
Prupe.5G239300.v2.1	4	3	6	2	6	1	8	16	12	0	15	2
Prupe.5G239400.v2.1	0	0	1	1	0	1	1	2	1	0	0	0
Prupe.5G239500.v2.1	95	161	124	100	132	156	73	107	81	84	112	117
Prupe.5G239600.v2.1	1820	3194	3972	2422	3192	3538	1721	3203	3042	1174	2616	2904
Prupe.5G239700.v2.1	1956	2725	2928	2690	2768	3441	2111	2819	2255	1673	2289	2034
Prupe.5G239800.v2.1	254	521	486	293	360	463	299	379	294	147	225	225
Prupe.5G239900.v2.1	0	0	1	0	1	2	1	0	0	0	0	0
Prupe.5G240000.v2.1	0	2	1	0	0	0	1	3	1	3	1	4
Prupe.5G240100.v2.1	123	296	271	167	223	325	115	211	150	82	152	172
Prupe.5G240200.v2.1	115	222	218	174	187	244	165	177	115	125	156	137
Prupe.5G240300.v2.1	3685	5654	5923	5974	6353	5910	3318	7164	7071	4563	9448	11339
Prupe.5G240400.v2.1	1	7	7	6	11	12	1	5	6	2	3	12
Prupe.5G240500.v2.1	1042	1264	1210	1111	1036	1123	716	950	858	888	1040	1077
Prupe.5G240600.v2.1	128	250	248	345	375	504	123	199	141	122	285	236
Prupe.5G240700.v2.1	9	16	18	12	16	21	3	8	8	3	31	8
Prupe.5G240800.v2.1	121	244	308	333	422	369	249	236	322	291	743	636
Prupe.5G240900.v2.1	90	191	209	205	208	245	59	117	189	18	126	155
Prupe.5G241000.v2.1	34	59	48	43	52	49	36	49	23	19	51	20
Prupe.5G241100.v2.1	40	69	41	58	51	74	50	60	38	26	46	55
Prupe.5G241200.v2.1	132	192	161	143	207	216	123	183	123	38	65	106
Prupe.5G241300.v2.1	4	0	4	1	5	3	2	0	1	0	4	5
Prupe.5G241400.v2.1	33	61	51	44	39	57	23	32	18	12	22	36
Prupe.5G241500.v2.1	1400	2608	2537	1773	2231	2814	1287	1718	1550	564	1526	1296
Prupe.5G241600.v2.1	2912	6787	6697	4791	7066	8305	2934	5061	4471	1099	4243	4718
Prupe.5G241700.v2.1	18	18	28	29	24	32	19	18	10	22	114	136
Prupe.5G241800.v2.1	1	3	1	18	9	8	11	1	5	157	164	301
Prupe.5G241900.v2.1	218	261	304	225	218	275	171	168	177	141	134	189
Prupe.5G242000.v2.1	58	117	107	73	84	107	53	101	64	36	35	48
Prupe.5G242100.v2.1	1034	1689	1780	1489	1670	1874	1028	1405	1253	757	1536	1484
Prupe.5G242200.v2.1	112	254	222	148	123	144	173	254	227	66	155	160
Prupe.5G242300.v2.1	1167	1481	1275	1736	1339	2000	923	1106	990	145	1078	1305
Prupe.5G242400.v2.1	592	870	918	826	783	1065	586	809	645	382	462	559
Prupe.5G242500.v2.1	2	14	8	34	10	37	15	22	17	29	85	52
Prupe.5G242600.v2.1	250	304	244	229	199	260	179	248	126	134	37	41
Prupe.5G242700.v2.1	158	199	206	286	301	402	176	238	196	190	192	162
Prupe.5G242800.v2.1	62	86	85	89	104	145	53	101	85	50	86	85
Prupe.5G242900.v2.1	8	7	11	12	5	13	5	10	7	8	44	72
Prupe.5G243000.v2.1	48	66	50	39	50	73	23	34	44	10	31	25
Prupe.5G243100.v2.1	554	728	632	649	676	694	414	556	477	383	570	616
Prupe.5G243200.v2.1	786	918	1305	1354	1093	1007	879	1101	1465	600	910	771
Prupe.5G243300.v2.1	51	94	79	58	67	84	65	74	72	84	77	85
Prupe.5G243400.v2.1	1158	2267	2395	1832	2185	2832	1053	1964	1433	549	1322	1766
Prupe.5G243500.v2.1	66	112	88	94	94	129	70	82	74	25	68	67
Prupe.5G243600.v2.1	170	444	483	343	475	576	182	404	302	87	287	348
Prupe.5G243700.v2.1	477	909	921	667	896	1080	779	1267	1109	647	1171	1545
Prupe.5G243800.v2.1	178	290	240	246	273	323	233	245	203	184	168	184
Prupe.5G243900.v2.1	0	0	0	0	0	1	0	0	0	0	0	1
Prupe.5G244000.v2.1	322	550	380	854	890	1131	335	437	364	791	782	816
Prupe.5G244100.v2.1	0	0	0	0	1	0	0	0	0	0	0	0
Prupe.5G244200.v2.1	1	0	1	2	1	0	1	1	0	1	2	1
Prupe.5G244300.v2.1	544	628	525	1073	1135	1373	343	543	437	1248	999	909
Prupe.5G244400.v2.1	76	248	304	140	291	383	97	220	183	30	199	312
Prupe.5G244500.v2.1	451	862	1535	3797	3289	3021	1345	1444	2570	1885	2788	2246
Prupe.5G244600.v2.1	3303	4987	4419	4016	4103	5133	3893	3726	3404	2196	3543	4466
Prupe.5G244700.v2.1	48	104	103	77	69	125	47	73	47	27	127	90
Prupe.5G244800.v2.1	461	723	596	548	655	741	546	557	516	854	3821	3108
Prupe.5G244900.v2.1	434	871	778	440	521	635	584	701	634	336	565	616
Prupe.5G245000.v2.1	69	189	158	180	168	233	135	185	127	117	196	172
Prupe.5G245100.v2.1	3	0	2	0	0	0	0	0	0	0	4	2
Prupe.5G245200.v2.1	40	47	38	48	48	68	21	48	26	29	40	112
Prupe.5G245300.v2.1	114	184	149	168	161	202	63	82	69	57	48	92
Prupe.5G245400.v2.1	94	218	189	114	180	187	170	303	239	104	343	516
Prupe.5G245500.v2.1	0	0	0	0	0	0	0	0	0	1	1	0
Prupe.5G245600.v2.1	0	2	3	0	1	5	0	3	0	0	3	4
Prupe.5G245700.v2.1	97	347	307	148	258	252	148	273	227	60	266	358
Prupe.5G245800.v2.1	5	13	5	4	3	7	11	9	8	1	13	5
Prupe.5G245900.v2.1	0	0	1	1	0	0	0	0	0	0	0	1
Prupe.5G246000.v2.1	0	0	1	0	1	0	0	0	0	0	1	0
Prupe.5G246100.v2.1	1	5	2	1	1	2	3	3	5	2	4	2
Prupe.5G246200.v2.1	132	213	239	146	193	247	88	150	115	75	134	156
Prupe.5G246300.v2.1	27	20	24	34	14	30	10	19	17	22	13	15
Prupe.5G246400.v2.1	606	774	709	587	632	806	862	1079	944	714	860	824
Prupe.6G000100.v2.1	759	1437	1564	1109	1501	1609	858	1266	1171	598	1345	1172
Prupe.6G000200.v2.1	0	0	1	1	0	0	1	0	1	0	0	0
Prupe.6G000300.v2.1	98	195	199	149	235	272	128	186	140	116	183	185
Prupe.6G000400.v2.1	20	12	3	79	24	25	19	11	5	29	7	54
Prupe.6G000500.v2.1	15	16	3	101	28	22	29	16	7	15	6	34
Prupe.6G000600.v2.1	1550	1615	1611	1694	1608	1758	1282	1554	1414	1668	1482	1720
Prupe.6G000700.v2.1	54	64	63	50	58	84	31	63	30	22	39	37
Prupe.6G000800.v2.1	11	24	22	92	71	116	15	25	13	28	50	99
Prupe.6G000900.v2.1	1003	1848	1893	1623	2081	2567	1153	1826	1457	1108	1825	2113
Prupe.6G001000.v2.1	7	1	7	11	11	15	1	5	3	10	19	27
Prupe.6G001100.v2.1	0	0	0	0	0	0	0	0	0	0	0	0
Prupe.6G001200.v2.1	1377	2123	2060	1695	1942	2109	1284	1692	1310	786	1270	1172
Prupe.6G001300.v2.1	339	571	533	385	452	542	378	446	369	197	248	411
Prupe.6G001400.v2.1	36	120	103	48	94	99	46	87	77	29	64	60
Prupe.6G001500.v2.1	2092	3173	2566	2326	2501	3214	2114	2593	2214	1915	2804	2806
Prupe.6G001600.v2.1	1843	3502	2964	1758	2407	2392	2351	3797	3372	540	1656	1880
Prupe.6G001700.v2.1	880	1244	1153	944	1035	1305	857	1051	880	646	857	1053
Prupe.6G001800.v2.1	182	322	247	200	241	308	199	328	229	137	327	445
Prupe.6G001900.v2.1	244	316	273	329	306	392	250	238	193	199	327	337
Prupe.6G002000.v2.1	168	357	295	408	528	626	271	441	453	724	1264	1076
Prupe.6G002100.v2.1	0	1	0	0	0	1	0	0	0	1	0	0
Prupe.6G002200.v2.1	10732	17606	15226	22604	22137	29431	9280	10179	9056	7258	10077	7858
Prupe.6G002300.v2.1	4	1	4	1	3	9	1	1	5	0	3	6
Prupe.6G002400.v2.1	114	235	191	135	210	254	142	151	174	153	157	203
Prupe.6G002500.v2.1	4196	6248	6166	5138	5039	6535	3897	5116	4213	2581	4989	7046
Prupe.6G002600.v2.1	60	143	124	108	150	173	63	134	78	48	377	519
Prupe.6G002700.v2.1	81	131	118	116	130	164	113	148	119	85	130	253
Prupe.6G002800.v2.1	76	125	182	143	147	155	105	157	137	20	120	148
Prupe.6G002900.v2.1	302	437	373	356	348	397	293	329	233	180	249	331
Prupe.6G003000.v2.1	0	0	0	0	0	1	1	0	0	0	1	0
Prupe.6G003100.v2.1	188	133	112	144	110	141	143	140	129	186	86	93
Prupe.6G003200.v2.1	1466	3054	2556	4100	5053	6508	1657	2880	2252	1174	2115	2759
Prupe.6G003300.v2.1	1151	2197	2369	1755	2145	2407	1271	2005	1602	678	1458	1342
Prupe.6G003400.v2.1	316	453	393	442	430	557	319	427	271	287	225	319
Prupe.6G003500.v2.1	181	345	468	833	981	1094	565	733	566	491	509	746
Prupe.6G003600.v2.1	804	1406	1417	1115	1332	1614	703	1134	1031	633	1206	991
Prupe.6G003700.v2.1	46	119	106	66	86	134	42	67	54	7	33	31
Prupe.6G003800.v2.1	88	162	141	139	196	216	108	174	136	89	141	188
Prupe.6G003900.v2.1	1474	3423	3509	2198	3143	3733	1959	3058	2656	1042	2080	3577
Prupe.6G004000.v2.1	3	19	18	9	10	20	9	15	12	3	8	12
Prupe.6G004100.v2.1	1832	2880	2686	1432	1602	1961	1719	2154	2202	854	1032	1192
Prupe.6G004200.v2.1	0	0	0	1	0	0	0	0	0	0	0	0
Prupe.6G004300.v2.1	0	1	2	0	3	1	0	0	0	0	3	1
Prupe.6G004400.v2.1	0	0	0	0	1	2	0	0	1	0	1	0
Prupe.6G004500.v2.1	940	1458	1533	1304	1576	1705	1152	1508	1352	696	1178	1179
Prupe.6G004600.v2.1	20	60	61	39	48	72	30	56	30	6	25	34
Prupe.6G004700.v2.1	193	245	191	150	145	144	199	262	202	99	178	214
Prupe.6G004800.v2.1	14	10	8	6	6	9	16	12	5	12	6	9
Prupe.6G004900.v2.1	130	290	260	254	316	398	116	153	154	72	144	154
Prupe.6G005000.v2.1	7	10	16	10	8	10	12	16	11	9	18	13
Prupe.6G005100.v2.1	52	125	74	107	114	169	84	95	76	64	195	162
Prupe.6G005200.v2.1	606	659	633	671	642	704	486	701	509	376	383	490
Prupe.6G005300.v2.1	145	303	226	569	596	674	124	214	155	171	538	678
Prupe.6G005400.v2.1	60	152	246	339	353	256	127	142	186	39	76	114
Prupe.6G005500.v2.1	203	422	364	292	362	511	296	394	359	232	474	519
Prupe.6G005600.v2.1	1188	1408	1361	1321	1344	1536	911	1028	1073	872	1131	1216
Prupe.6G005700.v2.1	198	337	381	442	507	520	218	371	390	79	214	398
Prupe.6G005800.v2.1	398	520	492	467	466	598	414	662	623	586	705	702
Prupe.6G005900.v2.1	196	331	237	143	178	193	204	199	131	55	82	98
Prupe.6G006000.v2.1	336	712	817	256	261	359	553	784	666	31	77	82
Prupe.6G006100.v2.1	0	0	0	1	0	0	0	1	0	0	0	0
Prupe.6G006200.v2.1	277	433	77	256	285	359	414	441	89	725	852	835
Prupe.6G006300.v2.1	21	19	20	620	530	599	118	66	12	203	131	48
Prupe.6G006400.v2.1	57	108	91	110	107	117	45	56	40	79	125	125
Prupe.6G006500.v2.1	47	120	145	80	123	117	60	117	81	57	66	76
Prupe.6G006600.v2.1	0	1	0	0	0	0	0	0	2	0	0	0
Prupe.6G006700.v2.1	95	129	107	65	84	103	101	104	109	91	110	111
Prupe.6G006800.v2.1	6	8	5	7	1	8	7	11	4	10	6	3
Prupe.6G006900.v2.1	1110	2145	2044	1506	2079	2369	1394	2065	1848	700	1708	1891
Prupe.6G007000.v2.1	669	1771	1632	1129	1547	1793	890	1283	1034	420	851	1036
Prupe.6G007100.v2.1	301	738	725	340	474	618	367	651	607	157	569	633
Prupe.6G007200.v2.1	0	0	0	0	0	0	0	0	0	0	1	2
Prupe.6G007300.v2.1	4	11	19	6	8	15	3	11	4	2	10	5
Prupe.6G007400.v2.1	0	2	1	0	0	1	0	3	0	0	0	0
Prupe.6G007500.v2.1	169	124	63	174	183	230	184	190	99	31	90	83
Prupe.6G007600.v2.1	0	0	0	0	0	0	0	0	0	0	0	0
Prupe.6G007700.v2.1	6	7	6	9	7	22	9	11	16	4	5	7
Prupe.6G007800.v2.1	6	4	1	4	2	2	7	5	2	16	5	11
Prupe.6G007900.v2.1	2	8	14	5	4	9	12	21	7	6	29	42
Prupe.6G008000.v2.1	15	33	19	41	44	46	75	105	99	111	141	115
Prupe.6G008100.v2.1	4	5	8	3	4	4	4	5	3	3	1	0
Prupe.6G008200.v2.1	0	0	0	2	2	0	3	0	2	1	2	1
Prupe.6G008300.v2.1	30	23	14	17	22	36	32	42	16	114	32	30
Prupe.6G008400.v2.1	49	60	58	54	56	83	58	84	41	88	40	60
Prupe.6G008500.v2.1	17	24	15	11	9	19	4	22	9	1	14	6
Prupe.6G008600.v2.1	3	8	15	12	9	2	4	12	4	0	7	9
Prupe.6G008700.v2.1	1	4	7	1	1	1	1	3	3	1	1	1
Prupe.6G008800.v2.1	83	124	123	99	114	134	136	155	134	67	136	133
Prupe.6G008900.v2.1	0	0	0	0	0	0	0	0	0	0	2	0
Prupe.6G009000.v2.1	19	14	6	19	8	13	10	15	11	11	10	18
Prupe.6G009100.v2.1	4	6	8	4	8	8	4	11	6	1	3	7
Prupe.6G009200.v2.1	221	509	433	270	377	465	250	410	290	151	245	306
Prupe.6G009300.v2.1	0	1	0	1	0	3	0	1	0	0	11	10
Prupe.6G009400.v2.1	386	443	475	665	723	872	373	452	396	1102	1543	1591
Prupe.6G009500.v2.1	12	32	30	22	31	39	34	31	21	17	58	65
Prupe.6G009600.v2.1	0	0	0	0	0	0	0	0	1	2	0	2
Prupe.6G009700.v2.1	0	2	1	0	1	0	0	0	1	1	0	3
Prupe.6G009800.v2.1	433	865	780	551	735	861	444	687	553	520	1208	1247
Prupe.6G009900.v2.1	96	237	132	219	345	401	249	516	296	400	701	911
Prupe.6G010000.v2.1	167	264	204	219	197	308	71	198	93	75	120	144
Prupe.6G010100.v2.1	1032	819	653	738	611	649	649	521	457	428	480	413
Prupe.6G010200.v2.1	4	6	5	87	83	79	34	17	2	92	135	109
Prupe.6G010300.v2.1	98	202	189	209	324	345	125	196	124	112	270	401
Prupe.6G010400.v2.1	2	4	3	3	3	4	1	6	0	0	1	3
Prupe.6G010500.v2.1	0	0	0	0	0	0	0	1	0	0	0	0
Prupe.6G010600.v2.1	0	0	0	0	0	0	0	0	0	0	0	0
Prupe.6G010700.v2.1	19	20	11	8	4	7	19	28	25	7	17	32
Prupe.6G010800.v2.1	2	9	4	6	9	7	5	3	3	2	9	16
Prupe.6G010900.v2.1	1	14	20	12	7	8	6	11	17	4	15	5
Prupe.6G011000.v2.1	0	0	0	0	0	0	0	0	0	0	0	1
Prupe.6G011100.v2.1	4	7	2	4	1	2	3	0	0	3	3	0
Prupe.6G011200.v2.1	0	0	0	0	0	0	0	0	0	2	2	1
Prupe.6G011300.v2.1	0	0	0	1	2	0	1	0	1	3	0	0
Prupe.6G011400.v2.1	1	3	0	2	1	2	1	1	2	1	4	0
Prupe.6G011500.v2.1	83	95	89	83	66	91	53	52	50	45	51	72
Prupe.6G011600.v2.1	154	245	230	474	651	781	94	122	104	86	477	488
Prupe.6G011700.v2.1	0	0	0	0	0	0	0	0	0	0	0	0
Prupe.6G011800.v2.1	0	0	0	0	0	0	0	0	0	0	1	1
Prupe.6G011900.v2.1	2773	4025	3916	3401	3610	4199	2383	3178	2938	2013	3616	3150
Prupe.6G012000.v2.1	127	318	208	144	169	194	112	187	165	54	183	257
Prupe.6G012100.v2.1	85	135	129	251	284	317	105	162	128	83	206	287
Prupe.6G012200.v2.1	0	0	0	0	0	0	0	1	0	0	0	0
Prupe.6G012300.v2.1	265	355	293	171	213	260	198	240	142	39	51	75
Prupe.6G012400.v2.1	230	456	546	546	741	744	313	431	534	464	1346	1126
Prupe.6G012500.v2.1	12	69	48	72	83	159	41	80	48	8	74	82
Prupe.6G012600.v2.1	3	1	1	3	3	1	0	5	7	99	370	382
Prupe.6G012700.v2.1	342	541	537	459	577	747	427	608	471	269	591	594
Prupe.6G012800.v2.1	1	5	5	5	7	11	8	7	2	10	11	5
Prupe.6G012900.v2.1	0	0	0	0	0	0	0	0	0	0	0	0
Prupe.6G013000.v2.1	658	1103	912	1002	1230	1517	510	855	665	535	1429	1785
Prupe.6G013100.v2.1	18	44	34	29	41	52	14	21	13	8	28	48
Prupe.6G013200.v2.1	5	5	6	11	11	18	10	13	24	11	79	61
Prupe.6G013300.v2.1	75	99	96	58	76	121	55	79	39	29	73	90
Prupe.6G013400.v2.1	4	3	2	13	8	12	3	4	4	18	33	79
Prupe.6G013500.v2.1	0	0	0	0	0	0	0	0	0	0	0	1
Prupe.6G013600.v2.1	1	0	0	0	0	0	0	0	0	0	0	0
Prupe.6G013700.v2.1	0	0	0	0	0	0	0	0	0	0	0	0
Prupe.6G013800.v2.1	2	0	0	0	0	0	0	0	3	1	1	2
Prupe.6G013900.v2.1	179	299	167	163	188	232	104	149	113	89	212	212
Prupe.6G014000.v2.1	1	4	0	1	4	3	0	0	0	2	1	1
Prupe.6G014100.v2.1	1147	1521	1552	1244	1300	1483	1196	1357	1199	866	1002	949
Prupe.6G014200.v2.1	1321	2778	3132	1824	2542	2825	1735	2712	2392	747	2151	1864
Prupe.6G014300.v2.1	0	0	0	0	0	2	0	1	0	0	2	1
Prupe.6G014400.v2.1	2599	5139	5758	3592	4579	5504	2556	5109	3890	537	2789	2995
Prupe.6G014500.v2.1	9	15	7	6	8	9	5	2	4	6	2	5
Prupe.6G014600.v2.1	0	0	0	0	0	0	0	0	0	0	0	0
Prupe.6G014700.v2.1	348	708	708	411	508	600	339	417	337	107	238	255
Prupe.6G014800.v2.1	459	847	756	576	678	860	534	560	555	242	474	500
Prupe.6G014900.v2.1	1	0	0	0	0	1	0	0	0	0	0	0
Prupe.6G015000.v2.1	0	0	0	0	0	0	0	0	0	0	0	0
Prupe.6G015100.v2.1	0	0	0	0	1	1	1	2	0	5	110	97
Prupe.6G015200.v2.1	127	363	399	246	395	540	104	294	214	53	244	427
Prupe.6G015300.v2.1	100	170	149	103	149	198	90	122	101	42	97	114
Prupe.6G015400.v2.1	59	77	64	50	97	71	58	81	67	64	66	60
Prupe.6G015500.v2.1	35	65	140	18	8	9	45	14	58	18	14	24
Prupe.6G015600.v2.1	0	0	0	0	1	0	0	0	0	3	2	3
Prupe.6G015700.v2.1	38	62	50	47	29	87	42	55	62	23	96	115
Prupe.6G015800.v2.1	1	5	3	0	2	4	1	2	1	0	8	4
Prupe.6G015900.v2.1	1	0	1	0	0	4	2	2	0	1	46	147
Prupe.6G016000.v2.1	239	561	546	447	567	761	199	319	234	77	222	240
Prupe.6G016100.v2.1	38	95	60	36	44	88	58	70	31	16	67	94
Prupe.6G016200.v2.1	13	74	71	156	338	420	13	58	38	12	91	163
Prupe.6G016300.v2.1	2	6	2	17	10	15	4	1	2	3	3	1
Prupe.6G016400.v2.1	0	0	0	0	0	0	0	0	0	0	0	0
Prupe.6G016500.v2.1	0	0	0	0	0	0	0	0	0	0	0	0
Prupe.6G016600.v2.1	0	1	0	1	4	3	0	0	0	0	1	2
Prupe.6G016700.v2.1	35	70	90	126	115	140	32	121	86	45	146	151
Prupe.6G016800.v2.1	169	284	352	263	307	323	255	139	167	149	129	226
Prupe.6G016900.v2.1	0	0	0	0	0	0	0	0	0	0	0	0
Prupe.6G017000.v2.1	83	129	182	108	120	86	0	0	2	2	6	7
Prupe.6G017100.v2.1	14	34	46	47	51	35	10	17	21	36	32	12
Prupe.6G017200.v2.1	29	76	88	120	110	122	46	125	83	29	111	122
Prupe.6G017300.v2.1	35	40	74	49	47	69	9	36	13	14	45	49
Prupe.6G017400.v2.1	115	519	588	480	684	741	288	901	654	289	710	784
Prupe.6G017500.v2.1	32	48	102	43	64	51	3	3	2	7	6	7
Prupe.6G017600.v2.1	19	24	33	26	30	41	22	45	35	28	43	39
Prupe.6G017700.v2.1	65	126	120	137	123	188	108	129	109	126	194	214
Prupe.6G017800.v2.1	982	1790	1590	1137	1423	1626	820	1193	1065	620	1536	1475
Prupe.6G017900.v2.1	413	618	606	560	599	653	407	549	451	325	488	501
Prupe.6G018000.v2.1	101	256	165	155	225	283	119	203	151	118	281	349
Prupe.6G018100.v2.1	19	18	36	6	30	14	4	5	15	5	24	7
Prupe.6G018200.v2.1	395	583	523	517	647	677	450	489	459	692	1099	945
Prupe.6G018300.v2.1	21	20	17	18	28	25	43	64	36	25	47	45
Prupe.6G018400.v2.1	157	271	188	251	283	417	154	262	136	92	221	274
Prupe.6G018500.v2.1	206	400	372	426	464	533	223	361	244	164	410	532
Prupe.6G018600.v2.1	374	648	526	487	542	749	427	550	387	151	374	296
Prupe.6G018700.v2.1	1	3	0	5	6	1	4	1	1	10	5	15
Prupe.6G018800.v2.1	0	0	0	0	0	0	0	0	0	1	0	0
Prupe.6G018900.v2.1	1	0	1	2	1	1	0	0	0	0	0	2
Prupe.6G019000.v2.1	1	0	0	2	2	1	1	0	1	8	16	16
Prupe.6G019100.v2.1	0	0	0	4	1	0	2	0	0	56	4	21
Prupe.6G019200.v2.1	0	0	0	1	0	0	0	0	0	1	0	0
Prupe.6G019300.v2.1	14	11	10	35	10	16	12	9	8	6	14	21
Prupe.6G019400.v2.1	0	0	1	0	0	0	0	0	0	0	0	1
Prupe.6G019500.v2.1	28	55	54	70	77	135	48	70	53	9	90	170
Prupe.6G019600.v2.1	90	95	118	105	130	158	54	112	64	3	159	231
Prupe.6G019700.v2.1	31	47	67	47	71	159	20	79	47	3	90	191
Prupe.6G019800.v2.1	65	52	47	84	108	129	56	83	58	2	91	145
Prupe.6G019900.v2.1	0	0	0	0	0	0	0	0	0	0	0	0
Prupe.6G020000.v2.1	1	0	0	0	0	0	0	0	0	0	0	0
Prupe.6G020100.v2.1	0	12	25	13	14	41	2	20	11	0	21	56
Prupe.6G020200.v2.1	964	1312	1486	1537	1599	1793	1253	1473	1507	1123	1252	1511
Prupe.6G020300.v2.1	100	229	206	195	207	237	54	87	93	19	37	68
Prupe.6G020400.v2.1	3	12	4	34	26	29	11	3	4	9	16	4
Prupe.6G020500.v2.1	0	0	0	5	7	6	0	0	0	0	3	0
Prupe.6G020600.v2.1	0	0	0	0	0	0	0	0	0	0	0	0
Prupe.6G020700.v2.1	0	1	1	5	4	8	2	0	0	2	2	1
Prupe.6G020800.v2.1	0	0	0	1	0	4	0	1	0	0	3	1
Prupe.6G020900.v2.1	9	16	17	128	123	123	22	4	8	59	95	77
Prupe.6G021000.v2.1	0	0	1	1	0	0	0	0	0	0	3	3
Prupe.6G021100.v2.1	49	125	103	300	553	748	25	95	52	62	246	356
Prupe.6G021200.v2.1	90	155	119	90	142	215	81	91	100	38	214	286
Prupe.6G021300.v2.1	37	41	47	38	44	68	30	21	23	12	78	92
Prupe.6G021400.v2.1	214	134	147	121	122	122	129	99	72	137	39	34
Prupe.6G021500.v2.1	29	39	44	24	27	28	18	26	13	6	11	6
Prupe.6G021600.v2.1	14	73	63	20	30	48	15	36	43	12	23	24
Prupe.6G021700.v2.1	48	98	97	236	428	540	40	73	49	33	185	263
Prupe.6G021800.v2.1	20	74	105	114	169	132	123	61	106	111	109	167
Prupe.6G021900.v2.1	3407	7479	7148	5657	7535	8015	4566	4374	6399	3188	2862	3854
Prupe.6G022000.v2.1	99	232	325	78	103	110	198	263	298	76	137	133
Prupe.6G022100.v2.1	38	35	43	65	66	68	17	21	19	18	43	51
Prupe.6G022200.v2.1	305	491	347	226	300	357	346	574	297	341	197	256
Prupe.6G022300.v2.1	0	0	0	0	0	0	0	0	0	0	0	0
Prupe.6G022400.v2.1	132	173	131	147	128	138	109	203	153	87	223	682
Prupe.6G022500.v2.1	444	864	767	535	767	967	524	754	600	253	514	826
Prupe.6G022600.v2.1	1594	2849	2326	2814	3525	4257	1796	3172	1362	939	1269	1358
Prupe.6G022700.v2.1	1020	1222	1274	873	1041	1305	931	980	783	609	672	758
Prupe.6G022800.v2.1	304	543	195	138	168	256	145	280	92	32	355	381
Prupe.6G022900.v2.1	0	1	1	2	1	3	1	1	3	0	2	8
Prupe.6G023000.v2.1	0	0	0	0	0	0	0	0	0	0	0	0
Prupe.6G023100.v2.1	0	0	0	0	0	0	0	0	0	0	2	5
Prupe.6G023200.v2.1	193	257	292	175	209	236	176	217	163	106	153	180
Prupe.6G023300.v2.1	1206	3227	3213	1565	2506	3340	1553	2791	2565	1143	3560	4064
Prupe.6G023400.v2.1	3	3	2	19	4	7	6	1	2	10	5	29
Prupe.6G023500.v2.1	14	39	37	33	59	99	20	34	26	6	77	151
Prupe.6G023600.v2.1	133	138	140	145	149	125	92	95	107	67	86	113
Prupe.6G023700.v2.1	350	653	601	314	370	457	357	447	378	127	364	488
Prupe.6G023800.v2.1	278	275	155	215	238	251	181	344	160	205	257	285
Prupe.6G023900.v2.1	494	849	750	588	677	767	521	698	446	259	464	538
Prupe.6G024000.v2.1	10	11	23	16	19	32	20	17	16	30	65	38
Prupe.6G024100.v2.1	1	0	1	2	1	1	2	0	0	24	1	5
Prupe.6G024200.v2.1	247	415	411	297	377	463	197	247	229	84	195	213
Prupe.6G024300.v2.1	201	372	361	299	351	514	219	364	264	105	386	416
Prupe.6G024400.v2.1	3738	6667	7967	4867	6666	7071	3854	6858	5533	3410	6161	5065
Prupe.6G024500.v2.1	106	193	188	132	145	186	129	228	218	62	125	111
Prupe.6G024600.v2.1	397	597	707	463	595	702	393	495	513	313	549	677
Prupe.6G024700.v2.1	115	182	203	160	169	198	130	161	149	94	244	322
Prupe.6G024800.v2.1	151	265	160	243	239	395	81	151	92	211	285	341
Prupe.6G024900.v2.1	10	34	10	12	15	19	26	58	40	28	56	113
Prupe.6G025000.v2.1	15	24	39	79	84	79	13	5	8	58	86	45
Prupe.6G025100.v2.1	94	182	160	229	236	267	175	363	370	404	516	440
Prupe.6G025200.v2.1	0	1	4	0	1	1	1	0	0	0	1	0
Prupe.6G025300.v2.1	819	1226	990	856	1016	1327	941	1127	927	793	1319	1210
Prupe.6G025400.v2.1	301	417	388	427	440	511	316	357	203	197	319	388
Prupe.6G025500.v2.1	676	1337	1265	744	1094	1297	688	1074	828	303	910	1051
Prupe.6G025600.v2.1	1201	2073	1751	1801	2171	2563	1002	1753	1360	889	2192	2389
Prupe.6G025700.v2.1	339	496	480	394	423	546	292	321	289	209	293	321
Prupe.6G025800.v2.1	364	690	681	436	534	613	358	495	395	160	278	363
Prupe.6G025900.v2.1	0	0	0	0	0	0	1	0	0	3	16	22
Prupe.6G026000.v2.1	8	10	4	11	9	4	49	23	16	104	13	28
Prupe.6G026100.v2.1	0	6	2	7	13	16	7	3	5	1	7	12
